No.,Time,Source,Destination,Protocol,Length,Value,normality
8,0.024275,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
17,0.12695499999999998,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
26,0.24591999999999997,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
35,0.349294,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
43,0.45491099999999995,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
54,0.573652,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
63,0.682086,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
72,0.808288,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
79,0.915507,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
90,1.044197,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
100,1.1422450000000002,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
110,1.260429,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
119,1.365987,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
126,1.4839040000000001,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
136,1.594026,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
145,1.7102970000000002,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
155,1.830098,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
162,1.9384009999999998,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
173,2.0601119999999997,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
182,2.168918,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
191,2.27128,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
200,2.39072,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
209,2.490352,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
219,2.603021,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
228,2.734352,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
238,2.8477580000000002,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
247,2.977598,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
256,3.0887599999999997,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
265,3.217259,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
274,3.3317330000000003,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
283,3.4554980000000004,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
292,3.5731330000000003,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
301,3.6961180000000002,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
310,3.818689,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
319,3.947121,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
328,4.059664,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
337,4.206066000000001,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
346,4.3103489999999995,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
356,4.4264660000000005,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
365,4.543966999999999,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
376,4.6692860000000005,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
385,4.787255,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
394,4.9203660000000005,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
403,5.151863,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
412,5.223964,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
421,5.282988,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
432,5.517832,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
441,5.558287,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
450,5.821761,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
459,5.885713,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
466,5.979921,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
477,6.213472,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
486,6.355149,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
495,6.432179,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
504,6.49751,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
513,6.641628,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
522,6.73262,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
531,6.8689160000000005,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
538,6.963239,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
548,7.055497999999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
557,7.191324000000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
566,7.303014,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
575,7.4230789999999995,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
582,7.509154,192.168.0.103,192.168.0.104,HTTP,269,26.00,0
593,7.628396,192.168.0.103,192.168.0.104,HTTP,269,19.00,0
604,7.744957,192.168.0.103,192.168.0.104,HTTP,269,17.00,0
613,7.852852,192.168.0.103,192.168.0.104,HTTP,269,14.00,0
621,7.958633,192.168.0.103,192.168.0.104,HTTP,269,14.00,0
630,8.088612,192.168.0.103,192.168.0.104,HTTP,269,18.00,0
639,8.199441,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
648,8.306124,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
657,8.419981,192.168.0.103,192.168.0.104,HTTP,269,19.00,0
665,8.542545,192.168.0.103,192.168.0.104,HTTP,269,30.00,0
675,8.643532,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
684,8.75578,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
695,9.858423,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
704,9.912621000000001,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
713,9.998899,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
722,10.099611999999999,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
731,10.222146,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
741,10.349851,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
750,10.451338,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
760,10.57895,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
769,10.693897,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
778,10.784175999999999,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
787,10.907908,192.168.0.103,192.168.0.104,HTTP,270,104.00,0
794,11.034424000000001,192.168.0.103,192.168.0.104,HTTP,270,110.00,0
805,11.141827000000001,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
814,11.230143,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
824,11.351137,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
833,11.47482,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
842,11.617499,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
851,11.700433,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
860,11.803797,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
869,11.927628,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
877,12.015427,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
887,12.147357000000001,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
896,12.249725999999999,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
905,12.383676,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
915,12.486312,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
924,12.613041,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
933,12.710092,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
942,12.820221,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
952,12.937188,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
959,13.055347,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
969,13.162953,192.168.0.103,192.168.0.104,HTTP,270,117.00,0
978,13.274892999999999,192.168.0.103,192.168.0.104,HTTP,270,109.00,0
987,13.390248999999999,192.168.0.103,192.168.0.104,HTTP,270,108.00,0
995,13.493239,192.168.0.103,192.168.0.104,HTTP,270,106.00,0
1005,13.621226,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
1014,13.740469000000001,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
1023,13.854269,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
1032,13.958207000000002,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1039,14.062945999999998,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1049,14.176356,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1059,14.300165,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1069,14.407975,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1079,14.533894,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1088,14.616341,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1097,14.733131,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1107,14.851720000000002,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1116,14.959507,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1125,15.075876000000001,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1134,15.176778,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1143,15.306182000000002,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
1152,15.411462,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
1160,15.510229,192.168.0.103,192.168.0.104,HTTP,269,13.00,0
1171,15.620201999999999,192.168.0.103,192.168.0.104,HTTP,270,106.00,0
1180,15.781556,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
1190,15.877858999999999,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
1199,15.996777999999999,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
1206,16.082673,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1217,16.216217999999998,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1226,16.313606,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
1236,16.43666,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1245,16.526652,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
1255,16.670076,192.168.0.103,192.168.0.104,HTTP,270,110.00,0
1264,16.759849,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
1273,16.864353,192.168.0.103,192.168.0.104,HTTP,270,113.00,0
1283,17.002961,192.168.0.103,192.168.0.104,HTTP,270,112.00,0
1290,17.109417999999998,192.168.0.103,192.168.0.104,HTTP,270,114.00,0
1300,17.258075,192.168.0.103,192.168.0.104,HTTP,270,113.00,0
1309,17.331452,192.168.0.103,192.168.0.104,HTTP,270,111.00,0
1318,17.447975,192.168.0.103,192.168.0.104,HTTP,270,115.00,0
1325,17.562204,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1335,17.675107,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1345,17.787770000000002,192.168.0.103,192.168.0.104,HTTP,270,112.00,0
1354,17.905159,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
1363,18.045849,192.168.0.103,192.168.0.104,HTTP,270,111.00,0
1372,18.151934,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
1381,18.254027,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1391,18.356635,192.168.0.103,192.168.0.104,HTTP,270,118.00,0
1401,18.460909,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
1409,18.568312,192.168.0.103,192.168.0.104,HTTP,269,14.00,0
1419,18.696855,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
1428,18.808035999999998,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
1437,18.911886,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1446,19.028156,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
1456,19.20671,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1465,19.297426,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1475,19.408594,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1484,19.50779,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1492,19.614568,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1504,19.729953,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1514,19.8671,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1523,19.956868,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1530,20.081925,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1540,20.201334,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1549,20.289744,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1558,20.418088,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1568,20.520144000000002,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1576,20.62973,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1586,20.733641,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1595,20.839171,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1604,20.957459,192.168.0.103,192.168.0.104,HTTP,268,7.00,0
1611,21.063788,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1622,21.179463000000002,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
1631,21.298984,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
1641,21.429645999999998,192.168.0.103,192.168.0.104,HTTP,270,109.00,0
1651,21.534489999999998,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1658,21.641977999999998,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1668,21.75749,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
1677,21.869656,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
1686,21.978735,192.168.0.103,192.168.0.104,HTTP,270,134.00,0
1693,22.095392,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1704,22.207849,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
1713,22.317189000000003,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1722,22.441765,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1731,22.556661,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
1738,22.65247,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1749,22.773574,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
1758,22.884469,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1767,22.996761,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1774,23.089829,192.168.0.110,192.168.0.104,HTTP,157,-1,3
1782,23.122691,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1792,23.224075,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
1806,23.332148,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
1816,23.46143,192.168.0.103,192.168.0.104,HTTP,270,110.00,0
1826,23.566557,192.168.0.103,192.168.0.104,HTTP,269,13.00,0
1837,23.684751000000002,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
1852,24.391234,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
1861,24.477688,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
1870,24.59095,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
1879,24.690088,192.168.0.103,192.168.0.104,HTTP,269,20.00,0
1887,24.801551,192.168.0.103,192.168.0.104,HTTP,269,31.00,0
1896,24.914465,192.168.0.103,192.168.0.104,HTTP,269,12.00,0
1904,25.025278,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
1912,25.146873,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
1921,25.248682000000002,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
1929,25.354681,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1939,25.475505,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1947,25.577755,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
1957,25.708013,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1970,25.814029,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
1975,25.841239,192.168.0.110,192.168.0.104,HTTP,157,-1,3
1988,25.936016,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
1997,26.035792999999998,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
2006,26.140898,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
2016,26.260964,192.168.0.103,192.168.0.104,HTTP,269,12.00,0
2023,26.363101,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2033,26.489707,192.168.0.103,192.168.0.104,HTTP,270,129.00,0
2041,26.605007,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2049,26.709622999999997,192.168.0.103,192.168.0.104,HTTP,270,110.00,0
2059,26.834272,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2069,26.962967,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2078,27.067038,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2087,27.172319,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2095,27.307363,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2103,27.388105,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2114,27.548084999999997,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2122,27.624626,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2130,27.738819,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2139,27.888944,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2146,27.985319,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2154,28.110945,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2165,28.225446,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
2172,28.310840999999996,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2182,28.422303999999997,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2195,28.646983000000002,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2204,28.692144,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
2214,28.796319,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
2224,28.901215000000004,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2233,29.025004,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2242,29.134209000000002,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2250,29.228454,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2260,29.347049,192.168.0.103,192.168.0.104,HTTP,269,16.00,0
2270,29.464071999999998,192.168.0.103,192.168.0.104,HTTP,269,13.00,0
2275,29.540990999999998,192.168.0.110,192.168.0.104,HTTP,157,-1,3
2284,29.569025,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
2295,29.686151000000002,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
2311,29.808192,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
2320,29.921898,192.168.0.103,192.168.0.104,HTTP,269,99.00,0
2329,30.028996999999997,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
2340,30.138864,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2349,30.248564000000002,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2358,30.354598,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2372,30.465870000000002,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2381,30.580427,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2392,30.698007,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2403,30.801281,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2412,30.912327,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2422,31.039143,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
2432,31.148853999999996,192.168.0.103,192.168.0.104,HTTP,269,12.00,0
2443,31.263733000000002,192.168.0.103,192.168.0.104,HTTP,269,12.00,0
2452,31.366621999999996,192.168.0.103,192.168.0.104,HTTP,269,98.00,0
2461,31.484075,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
2470,31.60945,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2479,31.723260999999997,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2488,31.824602000000002,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2497,31.931031,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2508,32.056084000000006,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2520,32.178675,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2532,32.279011,192.168.0.103,192.168.0.104,HTTP,270,110.00,0
2534,32.291962,192.168.0.110,192.168.0.104,HTTP,157,-1,3
2547,32.418419,192.168.0.103,192.168.0.104,HTTP,270,112.00,0
2559,32.512025,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2568,32.612144,192.168.0.103,192.168.0.104,HTTP,270,134.00,0
2578,32.727591,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2588,32.854805,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2599,32.951091,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2608,33.079374,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2616,33.20617,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2626,33.315717,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2637,33.41827,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2647,33.520156,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2657,33.668758000000004,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
2674,33.803897,192.168.0.103,192.168.0.104,HTTP,270,110.00,0
2683,33.864740000000005,192.168.0.103,192.168.0.104,HTTP,269,14.00,0
2699,33.973358000000005,192.168.0.103,192.168.0.104,HTTP,269,13.00,0
2711,34.100885999999996,192.168.0.103,192.168.0.104,HTTP,269,11.00,0
2720,34.212945,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
2729,34.320788,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
2740,34.448485,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
2749,34.538940000000004,192.168.0.103,192.168.0.104,HTTP,269,10.00,0
2758,34.651454,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
2767,34.771146,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
2777,34.866490999999996,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
2790,34.983363,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2801,35.089555,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2803,35.09534,192.168.0.110,192.168.0.104,HTTP,157,-1,3
2813,35.198105,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2828,35.331094,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2838,35.446371,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2848,35.557869000000004,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2858,35.666854,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2867,35.779396000000006,192.168.0.103,192.168.0.104,HTTP,268,8.00,0
2877,35.884373,192.168.0.103,192.168.0.104,HTTP,268,9.00,0
2888,35.994504,192.168.0.103,192.168.0.104,HTTP,269,13.00,0
2897,36.109987,192.168.0.103,192.168.0.104,HTTP,270,105.00,0
2905,36.211273999999996,192.168.0.103,192.168.0.104,HTTP,269,15.00,0
2917,36.331617,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2927,36.43466,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2936,36.563857,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2945,36.667946,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2957,36.795825,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2966,36.897769,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2975,37.012598,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
2984,37.128746,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
2991,37.267994,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
3001,37.357665999999995,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
3010,37.48318,192.168.0.103,192.168.0.104,HTTP,270,130.00,0
3019,37.592237,192.168.0.103,192.168.0.104,HTTP,270,133.00,0
3026,37.701495,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
3041,37.814505,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
3045,37.826295,192.168.0.110,192.168.0.104,HTTP,157,-1,3
3062,37.933134,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
3071,38.029635,192.168.0.103,192.168.0.104,HTTP,270,132.00,0
3080,38.146953,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
3087,38.260069,192.168.0.103,192.168.0.104,HTTP,270,131.00,0
3098,38.367005999999996,192.168.0.103,192.168.0.104,HTTP,269,29.00,0
3109,38.475111,192.168.0.103,192.168.0.104,HTTP,269,25.00,0
3120,38.612751,192.168.0.103,192.168.0.104,HTTP,269,24.00,0
3129,38.732774,192.168.0.103,192.168.0.104,HTTP,269,26.00,0
